repo_name;release_count;age;star_count;latest_commit_date
ashnair1/COCO-Assistant;7;1918;91;2024-07-06 14:43:32+00:00
bonjorno7/SourceOps;29;2064;141;2024-08-09 16:36:53+00:00
bpython/bpython;18;3708;2609;2024-07-13 19:27:49+00:00
brainix/pottery;51;3368;1058;2024-08-25 09:06:55+00:00
earthobservations/wetterdienst;129;2091;349;2024-08-28 20:55:32+00:00
encode/uvicorn;54;2647;8286;2024-08-20 06:29:28+00:00
equinor/ecl2df;40;1935;28;2024-08-26 12:50:25+00:00
ethereum/viper;48;2848;4833;2024-08-28 04:38:14+00:00
freqtrade/freqtrade;87;2660;27908;2024-08-29 18:38:57+00:00
gbouvignies/chemex;21;3958;27;2024-08-28 13:53:07+00:00
gretelai/gretel-synthetics;61;1641;573;2024-08-21 22:11:33+00:00
ipython/ipython;29;5225;16230;2024-08-29 08:27:35+00:00
irmen/Tale;29;4073;143;2020-07-04 15:53:31+00:00
jina-ai/jina;294;1659;20833;2024-07-23 23:04:18+00:00
miurahr/py7zr;123;1992;448;2024-08-11 17:06:44+00:00
mopidy/mopidy-local;8;1852;61;2024-08-27 23:17:27+00:00
novafloss/workalendar;91;3935;902;2023-01-03 22:44:12+00:00
nschloe/meshio;81;3215;1897;2024-01-31 15:08:50+00:00
packit-service/packit;133;2123;135;2024-08-29 14:47:36+00:00
pomo-mondreganto/ForcAD;16;1980;146;2023-12-06 13:33:54+00:00
project-alice-assistant/ProjectAlice;10;1893;693;2023-04-09 04:30:44+00:00
pyre/pyre;21;3020;26;2024-07-09 13:02:21+00:00
rlaPHOENiX/pvsfunc;20;1701;24;2023-03-30 14:22:02+00:00
scidash/sciunit;9;4650;48;2023-12-26 21:51:13+00:00
scikit-hep/pyhf;39;2409;279;2024-08-26 23:21:31+00:00
shyamd/mkdocs-bibtex;53;1919;72;2024-08-23 21:40:24+00:00
snipsco/snips-nlu;58;2759;3885;2021-05-03 12:18:31+00:00
spraakbanken/sparv-pipeline;8;2533;25;2023-12-07 14:58:19+00:00
tophat/syrupy;107;1775;508;2024-08-23 05:27:33+00:00
user-cont/release-bot;21;2388;56;2022-05-16 09:45:14+00:00
yasoob/youtube-dl-GUI;6;3854;205;2021-05-29 22:52:20+00:00
zeromq/pyzmq;18;5153;3645;2024-08-22 08:46:30+00:00
Microsoft/ptvsd;51;2456;548;2020-10-17 00:50:24+00:00
gem/oq-engine;68;5176;377;2024-08-29 13:10:28+00:00
joerick/pyinstrument;7;3822;6409;2024-08-26 13:50:17+00:00
AlexAplin/nndownload;21;2808;220;2024-08-11 07:22:22+00:00
PythonistaGuild/Wavelink;73;2064;390;2024-07-13 01:51:11+00:00
Terbau/fortnitepy;19;1872;147;2022-12-18 00:25:45+00:00
kijk2869/discodo;54;1531;41;2022-03-14 12:59:57+00:00
miguelgrinberg/python-engineio;131;3356;231;2024-08-10 10:31:43+00:00
timkpaine/tributary;14;2182;437;2024-02-10 17:20:45+00:00
DRMacIver/hypothesis;671;4190;7482;2024-08-24 23:20:08+00:00
OpenPrinting/system-config-printer;10;3401;160;2024-08-15 04:51:44+00:00
PyThaiNLP/pythainlp;117;2989;957;2024-08-16 16:05:49+00:00
RabadanLab/arcasHLA;8;2131;113;2024-02-11 03:11:38+00:00
aiven/karapace;59;2060;447;2024-08-26 16:49:38+00:00
choderalab/perses;22;3566;179;2023-12-19 21:52:24+00:00
douglasrizzo/catsim;9;3391;123;2024-03-24 16:52:31+00:00
eLvErDe/nicotine-plus;51;4034;1658;2024-08-27 03:03:45+00:00
fossasia/pslab;14;3002;1624;2024-08-22 13:14:51+00:00
frescobaldi/frescobaldi;20;4962;735;2024-05-19 10:14:48+00:00
gpilab/framework;19;3489;20;2022-04-08 22:20:23+00:00
h5py/h5py;36;4360;2065;2024-08-29 15:42:30+00:00
jamesoff/simplemonitor;11;4048;404;2024-08-19 12:57:01+00:00
korcankaraokcu/PINCE;5;3114;2032;2024-08-22 11:51:53+00:00
maximumstock/poe-currency-flip-planner;18;2416;96;2024-04-05 21:50:53+00:00
nedbat/coveragepy;138;2259;2952;2024-08-27 13:03:56+00:00
sephii/taxi;7;4398;41;2023-12-01 07:05:59+00:00
sharkwouter/minigalaxy;16;2069;1100;2024-08-29 09:11:32+00:00
yaph/geonamescache;7;4488;98;2024-07-25 23:04:52+00:00
C4ptainCrunch/ics.py;9;3961;632;2023-11-26 20:11:40+00:00
IBM/MAX-Image-Caption-Generator;5;2364;84;2021-08-19 08:29:43+00:00
benbusby/whoogle-search;29;1681;9280;2024-04-19 20:00:12+00:00
osuosl/ganeti_webmgr;7;4380;64;2022-12-27 18:22:40+00:00
python-bugzilla/python-bugzilla;6;3387;121;2024-02-25 20:44:41+00:00
sentinelsat/sentinelsat;13;3386;972;2024-02-29 13:41:11+00:00
tasmota/decode-config;36;1744;210;2024-08-26 17:05:14+00:00
upstox/upstox-python;11;2631;125;2024-08-01 10:25:25+00:00
ApacheInfra/superset;205;3327;61444;2024-08-29 20:06:30+00:00
lucyparsons/OpenOversight;29;3066;235;2024-08-07 17:13:58+00:00
CouchPotato/CouchPotatoServer;15;4953;3872;2020-02-04 07:57:11+00:00
Externoak/A32NX-installer;10;1435;34;2020-11-18 00:47:22+00:00
RDFLib/rdflib;13;4591;2135;2024-08-27 03:00:45+00:00
add-ons/plugin.video.vrt.nu;69;2748;110;2024-05-27 14:56:33+00:00
arthurazs/dotapatch;16;2887;11;2019-02-17 15:11:45+00:00
balloob/pychromecast;98;3984;2517;2024-08-27 16:00:12+00:00
emilsvennesson/script.module.inputstreamhelper;33;2542;133;2024-05-14 18:11:10+00:00
hhursev/recipe-scraper;147;3272;1667;2024-08-26 22:30:32+00:00
jrkerns/pylinac;18;3608;149;2024-08-27 21:32:56+00:00
lalitpagaria/obsei;14;1403;1193;2024-05-28 17:53:43+00:00
mozilla/code-coverage;50;1879;27;2024-08-07 08:55:57+00:00
mpvqc/mpvQC;8;3130;49;2024-08-15 21:09:50+00:00
obspy/obspy;24;4373;1140;2024-08-21 08:05:25+00:00
piqueserver/piqueserver;11;2801;209;2024-08-10 17:23:03+00:00
sendgrid/sendgrid-python;107;4569;1529;2023-12-26 08:24:42+00:00
soimort/you-get;122;4392;49859;2024-08-19 19:53:12+00:00
sony/nnabla-examples;48;2488;304;2024-06-24 02:34:34+00:00
twu/skjold;18;1677;64;2024-06-17 07:37:30+00:00
achillean/shodan-python;27;5105;2460;2023-12-17 01:29:15+00:00
bugsnag/bugsnag-python;36;4416;84;2024-06-19 07:42:23+00:00
editorsnotes/editorsnotes-server;10;5354;23;2016-10-04 15:26:31+00:00
elastic/apm-agent-python;100;2604;407;2024-08-26 07:55:53+00:00
epsagon/epsagon-python;307;2160;55;2022-11-10 12:34:50+00:00
ewels/MultiQC;41;3313;1194;2024-08-21 11:16:47+00:00
fedora-infra/fedmsg;13;4592;170;2023-12-01 13:06:33+00:00
galaxyproject/pulsar;7;3723;37;2024-06-18 15:18:22+00:00
google/transitfeed;30;3636;678;2022-05-23 16:23:53+00:00
hydroshare/hydroshare;192;3619;178;2024-08-01 14:23:52+00:00
learningequality/ka-lite;25;4371;456;2019-01-12 17:45:56+00:00
metomi/rose;78;4336;55;2024-07-25 11:17:13+00:00
mozilla/balrog;125;4704;98;2024-08-22 14:27:10+00:00
numenta/nupic;47;4163;6330;2023-08-31 21:49:25+00:00
sympy/sympy-live;8;5035;115;2021-08-24 01:26:58+00:00
tableau/TabPy;21;2892;1546;2024-06-25 21:00:38+00:00
thombashi/tcconfig;82;3147;786;2024-08-17 10:01:52+00:00
unt-libraries/django-premis-event-service;6;3857;14;2024-03-29 15:00:47+00:00
hangoutsbot/hangoutsbot;37;3509;572;2021-01-26 20:18:00+00:00
AppThreat/vulnerability-db;119;1683;86;2024-07-16 21:21:39+00:00
piccolo-orm/piccolo;159;2132;1376;2024-08-20 17:46:26+00:00
ArduPilot/MAVProxy;12;4502;451;2024-08-26 23:05:23+00:00
ganeti/ganeti;7;3608;489;2024-08-26 13:35:25+00:00
AresValley/Artemis;6;1978;349;2024-06-22 16:37:44+00:00
Tautulli/Tautulli;224;3476;5526;2024-08-11 02:41:23+00:00
TracyWebTech/django-revproxy;21;4032;300;2024-01-17 08:28:15+00:00
affjljoo3581/canrevan;23;1551;89;2023-02-03 08:04:16+00:00
cloudinary/pycloudinary;46;4501;251;2024-08-01 21:15:39+00:00
edmorley/newrelic-python-agent;68;3212;173;2024-08-19 22:48:37+00:00
mdmintz/SeleniumBase;950;3830;4810;2024-08-29 03:08:53+00:00
nasa/apod-api;9;3193;807;2023-06-12 18:33:46+00:00
transifex/transifex-client;22;4532;135;2022-03-23 07:19:10+00:00
libstorage/libstoragemgmt;40;3453;82;2024-07-15 20:41:15+00:00
CloudBotIRC/CloudBot;11;3775;273;2023-12-24 07:05:06+00:00
DaveMDS/epymc;8;3928;32;2020-11-29 12:21:02+00:00
Diaoul/subliminal;14;4804;2385;2024-07-22 23:05:57+00:00
Edraak/edx-platform;71;3658;13;2020-03-05 20:47:33+00:00
OddBloke/sphinx-git;6;4434;63;2019-08-11 12:46:18+00:00
aag/apple_trailer_downloader;6;4625;23;2023-05-29 00:39:39+00:00
cms-dev/cms;12;4714;885;2024-02-11 18:50:01+00:00
duckduckgo/zeroclickinfo-fathead;6;4804;316;2022-10-14 17:09:28+00:00
fabiocaccamo/django-freeze;7;3241;93;2024-07-01 20:12:31+00:00
lakewik/EasyStorj;17;2720;74;2018-03-08 17:20:46+00:00
lorien/grab;5;4138;2382;2023-07-01 14:51:21+00:00
steeve/xbmctorrent;15;4029;388;2015-01-05 15:30:37+00:00
stephenmcd/mezzanine;9;5206;4753;2022-11-02 08:25:54+00:00
the-virtual-brain/tvb-framework;5;4172;41;2019-10-16 20:56:15+00:00
Axelrod-Python/Axelrod;94;3480;719;2024-07-12 10:53:34+00:00
Hiroshiba/pytorch-trainer;8;1719;45;2021-11-01 04:22:22+00:00
mozilla/OpenWPM;35;3733;1330;2024-08-20 02:27:32+00:00
aertslab/pySCENIC;47;2367;414;2024-04-08 07:33:11+00:00
schlegelp/navis;26;2039;78;2024-08-29 09:13:54+00:00
tensorflow/quantum;10;1666;1777;2024-05-17 17:45:48+00:00
python-beaver/python-beaver;13;4418;554;2023-05-30 01:07:39+00:00
BigBrotherBot/big-brother-bot;13;5728;146;2023-11-22 12:30:28+00:00
Hugovdberg/PIconnect;17;2474;84;2024-07-24 16:33:49+00:00
Jahaja/psdash;10;3851;2417;2017-02-10 23:11:10+00:00
PythonCharmers/python-future;7;4064;1171;2024-07-16 00:40:21+00:00
SatelliteQE/robottelo;63;4522;61;2024-08-29 15:17:04+00:00
StingraySoftware/HENDRICS;8;2628;23;2024-07-12 13:27:25+00:00
Toblerity/Shapely;21;4625;3816;2024-08-26 01:24:55+00:00
autotest/autotest-docker;9;3817;25;2019-08-28 12:48:32+00:00
beaker-project/beaker;14;5085;78;2024-06-27 16:41:38+00:00
carlosescri/DottedDict;6;3828;187;2015-10-30 10:12:43+00:00
casacore/python-casacore;19;3768;36;2024-08-28 14:54:56+00:00
celery/celery;50;5606;24339;2024-08-28 11:58:30+00:00
codecov/codecov-python;6;3676;184;2023-04-18 21:38:11+00:00
dimagi/jsonobject;7;4080;233;2023-06-01 21:14:12+00:00
django-haystack/django-haystack;15;5690;3582;2024-08-07 16:30:18+00:00
dw/mitogen;7;2937;2302;2024-08-13 12:08:07+00:00
elastic/elasticsearch-py;79;4137;4202;2024-08-26 11:06:29+00:00
enthought/chaco;10;4962;292;2023-06-26 13:48:38+00:00
epsy/sigtools;7;3987;16;2022-10-12 07:30:34+00:00
eve-val/evelink;10;4425;91;2017-02-09 02:14:35+00:00
galaxyproject/bioblend;15;4468;85;2024-07-27 10:00:00+00:00
google/apitools;10;3486;133;2024-06-11 16:35:09+00:00
google/google-api-python-client;200;3885;7637;2024-08-28 15:34:27+00:00
google/oauth2client;18;3948;796;2018-09-07 21:33:19+00:00
goshippo/shippo-python-client;7;3668;123;2024-04-02 15:02:21+00:00
haypo/perf;11;3011;776;2024-08-27 11:37:54+00:00
iconfinder/pyvat;17;4167;64;2024-01-25 11:47:28+00:00
jorisroovers/gitlint;30;3283;803;2023-09-02 08:25:48+00:00
mathics/Mathics;15;4951;2072;2021-09-12 14:28:55+00:00
pajbot/pajbot;33;3363;289;2024-08-26 07:43:06+00:00
pulp/pulp_docker;6;3804;23;2022-12-07 13:12:09+00:00
pydata/xarray;94;3986;3545;2024-08-29 19:18:12+00:00
pyinstaller/pyinstaller;67;4663;11660;2024-08-29 20:32:28+00:00
qubole/qds-sdk-py;60;4104;51;2023-03-15 13:14:43+00:00
redhat-performance/tuned;33;2933;797;2024-08-19 14:06:47+00:00
robotools/fontParts;46;3102;132;2024-08-12 13:56:08+00:00
rollbar/pyrollbar;43;4399;213;2024-05-24 19:56:06+00:00
scalyr/scalyr-agent-2;108;3641;70;2024-08-07 08:46:19+00:00
scikit-learn-contrib/categorical-encoding;16;3196;2394;2024-04-09 11:39:30+00:00
sciunto-org/python-bibtexparser;9;4253;467;2024-05-21 05:34:44+00:00
simphony/osp-core;23;1529;16;2022-12-06 14:35:04+00:00
slimta/python-slimta;14;4279;171;2024-04-14 20:58:50+00:00
sookasa/box.py;8;3967;43;2014-06-24 08:07:56+00:00
splunk/splunk-sdk-python;23;4910;686;2024-06-27 10:33:06+00:00
stripe/stripe-python;291;4814;1635;2024-08-28 21:41:44+00:00
sunscrapers/djoser;23;3621;2512;2024-06-07 11:56:58+00:00
tweepy/tweepy;31;5533;10428;2024-02-06 17:33:45+00:00
uw-it-aca/myuw;297;3564;13;2024-08-29 17:51:41+00:00
yaybu/yaybu;7;4946;17;2014-05-28 14:25:54+00:00
zmwangx/storyboard;9;3489;28;2018-09-20 01:53:01+00:00
Azure/aztk;15;2648;150;2021-02-02 17:38:45+00:00
CoreSecurity/impacket;13;3424;13226;2024-08-29 14:58:19+00:00
GetStream/stream-python;13;3747;142;2023-10-25 16:58:34+00:00
IdentityPython/SATOSA;49;3284;195;2024-06-11 10:01:16+00:00
IdentityPython/pyjwkest;16;4348;92;2020-06-06 17:16:25+00:00
Keeper-Security/Commander;156;3285;184;2024-08-23 23:30:59+00:00
LaunchKey/launchkey-python;18;4076;20;2023-06-01 18:48:26+00:00
LedgerHQ/blue-loader-python;6;3061;120;2024-05-21 06:49:18+00:00
OpenIDC/pyoidc;32;4676;709;2024-07-22 10:48:27+00:00
ct-Open-Source/tuya-convert;9;2052;4572;2021-01-26 22:40:28+00:00
darknessomi/musicbox;12;3677;9802;2022-06-28 07:42:19+00:00
edx/edx-proctoring;264;3370;56;2024-05-29 19:09:07+00:00
edx/xblock-lti-consumer;104;3216;27;2024-07-29 18:25:08+00:00
etingof/pysnmp;20;3108;575;2019-12-15 18:19:57+00:00
flobz/psa_car_controller;20;1383;401;2024-05-16 17:35:14+00:00
freedomofpress/securedrop;49;4614;3597;2024-08-15 22:32:47+00:00
inquisb/keimpx;6;4447;255;2021-07-16 08:30:09+00:00
jaraco/keyrings.alt;12;3150;24;2024-08-29 21:05:53+00:00
koldinger/Tardis;40;3882;59;2024-06-18 15:36:20+00:00
mikelolasagasti/revelation;7;4634;56;2023-01-02 16:22:47+00:00
nmantani/FileInsight-plugins;29;4376;155;2024-08-12 04:31:00+00:00
nuxeo/nuxeo-drive;85;4472;67;2024-08-29 05:54:36+00:00
obsidianforensics/hindsight;11;3752;1056;2024-05-09 22:22:17+00:00
pyload/pyload;17;4218;3273;2024-08-24 08:16:22+00:00
snowflakedb/snowflake-connector-python;106;2982;574;2024-08-23 20:36:19+00:00
thumbor/thumbor;130;4915;10007;2024-06-04 20:58:20+00:00
tintinweb/scapy-ssl_tls;11;3719;417;2021-09-21 17:48:20+00:00
Azure/azure-sdk-for-python;3604;4510;4438;2024-08-29 19:35:14+00:00
felix-hilden/tekore;47;1844;204;2024-07-04 17:05:46+00:00
willforde/script.module.codequick;13;3083;33;2023-07-10 21:38:18+00:00
BD2KGenomics/toil;53;3439;892;2024-08-27 22:01:47+00:00
openstack/cloudbase-init;7;3626;420;2024-07-09 08:31:08+00:00
PaddlePaddle/PaddleSlim;9;1718;1551;2024-03-28 05:22:09+00:00
PyLops/pylops;29;2120;416;2024-08-17 13:36:55+00:00
hyperspy/hyperspy;42;4759;505;2024-08-29 16:34:07+00:00
invesalius/invesalius3;19;4320;610;2024-08-28 10:23:43+00:00
rochefort-lab/fissa;10;3226;29;2022-03-25 23:56:23+00:00
rbw/aiosnow;16;1755;74;2021-01-24 15:38:09+00:00
Battleman/zoomdl;23;1616;340;2023-03-28 12:41:04+00:00
jjjake/internetarchive;47;4397;1576;2024-08-27 22:03:20+00:00
pypa/twine;12;4034;1583;2024-08-29 21:02:35+00:00
Jhsmit/ColiCoords;7;2648;26;2021-07-04 12:59:00+00:00
JohnKendrick/PDielec;27;3208;13;2024-06-18 17:33:42+00:00
czheo/syntax_sugar_python;16;2777;739;2021-05-23 20:24:33+00:00
huggingface/nlp;89;1617;18921;2024-08-26 06:09:42+00:00
hsoft/dupeguru;8;4086;5195;2024-08-23 23:31:46+00:00
Boltgolt/howdy;11;2428;5678;2024-05-04 11:30:12+00:00
JrGoodle/clowder;40;3350;12;2023-07-09 21:22:01+00:00
skyzh/canvas_grab;36;1642;208;2022-09-12 17:02:19+00:00
Braedon/prometheus-es-exporter;26;3149;245;2022-06-10 14:12:31+00:00
DataDog/apigentools;9;1888;39;2024-03-28 17:44:16+00:00
DataDog/riot;32;1514;23;2024-07-24 17:09:09+00:00
GreyNoise-Intelligence/pygreynoise;15;2456;149;2024-08-01 13:07:46+00:00
Stratoscale/skipper;47;2934;46;2024-02-25 21:59:43+00:00
Yubico/yubioath-desktop;42;3845;974;2024-08-29 14:30:33+00:00
ansible-community/molecule;74;3207;3857;2024-08-27 17:33:09+00:00
fedora-python/pyp2rpm;12;3335;127;2023-08-06 05:39:13+00:00
fitnr/svgis;11;3368;84;2022-05-30 15:07:39+00:00
getpatchwork/git-pw;28;3230;33;2024-05-16 09:37:44+00:00
globus/globus-cli;59;3096;75;2024-08-28 15:52:57+00:00
godaddy/tartufo;44;1757;457;2024-07-26 13:25:23+00:00
googlesamples/assistant-sdk-python;12;2682;916;2020-02-10 07:52:27+00:00
hnicke/sodalite;81;2551;18;2022-08-24 17:57:18+00:00
indico/indico;61;4782;1722;2024-08-29 09:52:01+00:00
klensy/wt-tools;14;3539;127;2021-06-28 16:30:36+00:00
kxr/o-must-gather;11;1543;160;2024-02-01 04:37:08+00:00
networktocode/network-importer;17;1795;167;2023-10-23 16:22:03+00:00
sonatype-nexus-community/jake;31;1784;110;2024-07-18 20:44:02+00:00
tony/vcspull;38;3994;205;2024-08-26 10:50:44+00:00
trhallam/segysak;26;1868;95;2024-08-22 16:06:52+00:00
vals/umis;17;3360;128;2023-03-14 18:48:53+00:00
Brobin/drf-generators;17;3432;347;2020-09-08 16:05:51+00:00
rockstor/rockstor-core;109;4168;550;2023-07-12 12:06:48+00:00
jazzband/django-constance;5;5092;1687;2024-08-23 19:13:54+00:00
Miserlou/Zappa;6;3143;11884;2021-02-20 16:10:31+00:00
mixpanel/mixpanel-python;12;4089;103;2024-03-08 22:37:10+00:00
dagster-io/dagster;321;2313;11056;2024-08-29 21:04:26+00:00
CBIIT/nci-webtools-dceg-linkage;46;3506;21;2024-06-21 19:39:41+00:00
kkrypt0nn/Python-Discord-Bot-Template;36;2011;883;2024-07-21 13:51:47+00:00
leeping/forcebalance;21;4068;144;2024-07-29 19:06:13+00:00
CTPUG/pygame_cffi;5;3919;57;2018-02-25 18:59:14+00:00
NicholasMamo/multiplex-plot;9;1718;107;2022-06-18 15:20:53+00:00
mongodb/mongo-python-driver;37;5705;4108;2024-08-29 14:02:47+00:00
thenetcircle/dino;19;2886;137;2024-07-15 04:59:53+00:00
GoogleCloudPlatform/gcloud-python;2695;3866;4779;2024-08-26 14:11:03+00:00
OCA/connector;10;3726;337;2024-05-21 01:00:33+00:00
RaRe-Technologies/gensim;43;4949;15536;2024-08-10 11:58:54+00:00
XLSForm/pyxform;44;3656;78;2024-07-31 08:01:32+00:00
asciimoo/searx;15;3971;13352;2023-09-07 16:16:17+00:00
botify-labs/python-simple-workflow;12;4173;18;2016-03-23 14:03:35+00:00
gorakhargosh/watchdog;37;5059;6462;2024-08-27 08:03:06+00:00
kura/blackhole;15;4420;61;2021-10-11 20:51:03+00:00
projectcalico/felix;246;3717;921;2021-12-15 23:10:11+00:00
pytroll/pyresample;34;3634;344;2024-08-28 18:27:29+00:00
seandst/cfn-pyplates;20;4146;51;2016-03-13 23:50:54+00:00
smarkets/smk_python_sdk;13;4759;18;2019-01-08 10:41:41+00:00
testing-cabal/testtools;5;4235;94;2024-08-26 11:29:06+00:00
torchbox/Willow;28;3590;272;2024-06-25 14:06:43+00:00
CartoDB/carto-python;11;4882;154;2021-08-12 12:53:05+00:00
alexis-mignon/python-flickr-api;8;4537;366;2023-07-26 00:12:49+00:00
ryanmcgrath/twython;5;5628;1852;2021-07-16 22:33:17+00:00
CastXML/pygccxml;32;3761;130;2024-06-07 21:39:08+00:00
JBKahn/flake8-print;13;3713;119;2022-04-30 16:18:15+00:00
PyCQA/flake8-bugbear;51;3088;1053;2024-08-21 12:27:26+00:00
PyCQA/prospector;53;4042;1932;2024-04-16 14:53:11+00:00
caleb531/youversion-suggest;87;3839;56;2024-06-18 03:35:37+00:00
cyberbotics/urdf2webots;23;2247;128;2024-03-19 07:39:11+00:00
echronos/echronos;37;3310;171;2019-06-12 09:04:55+00:00
harrystech/arthur-redshift-etl;82;2572;25;2023-09-12 18:28:00+00:00
hhatto/autopep8;29;4991;4558;2024-06-23 05:18:26+00:00
nathan-v/aws_okta_keyman;24;2366;59;2022-09-01 19:47:01+00:00
seatgeek/fuzzywuzzy;23;4801;9206;2021-09-09 20:54:41+00:00
theochem/horton;10;4785;92;2024-08-02 10:23:04+00:00
apache/incubator-tvm;18;2877;11564;2024-08-29 11:11:59+00:00
craffel/mir_eval;7;4041;596;2024-08-16 14:47:57+00:00
ansible-collections/community.aws;48;1639;186;2024-08-19 09:01:23+00:00
scrapy/scrapy;38;5302;52215;2024-08-28 19:07:49+00:00
GoekeLab/xpore;9;1697;132;2023-11-21 09:00:28+00:00
Kinto/kinto;168;3473;4315;2024-08-28 07:44:35+00:00
SaidBySolo/neispy;8;1587;63;2023-11-30 13:47:32+00:00
VOLTTRON/volttron;34;3948;454;2024-05-08 21:17:54+00:00
Yelp/paasta;259;3229;1681;2024-08-29 16:07:49+00:00
deepmind/kapitan;117;2516;1796;2024-08-17 20:02:23+00:00
ilius/starcal;26;4918;153;2024-07-21 22:21:51+00:00
miku/siskin;5;3720;21;2024-06-03 07:39:43+00:00
palantir/python-jsonrpc-server;13;2296;83;2020-09-07 21:24:04+00:00
palantir/python-language-server;80;2785;2603;2020-12-30 23:29:39+00:00
snarfed/granary;31;4567;432;2024-08-29 19:52:09+00:00
snarfed/oauth-dropins;25;3982;35;2024-08-29 18:11:01+00:00
tilezen/tileserver;14;3333;79;2018-12-20 05:38:12+00:00
zhongbiaodev/py-mysql-elasticsearch-sync;6;3182;177;2017-03-02 12:44:17+00:00
bcbio/bcbio-nextgen;14;4222;984;2024-08-24 11:11:30+00:00
JohannesBuchner/BXA;8;3863;54;2024-05-28 09:04:11+00:00
LinkedEarth/Pyleoclim_util;28;3018;84;2024-08-13 23:20:19+00:00
NCI-GDC/gdc-client;13;3312;143;2024-08-12 18:19:39+00:00
PLOS/allofplos;6;2534;60;2024-08-24 10:08:51+00:00
PyPSA/atlite;13;2855;263;2024-08-23 17:37:23+00:00
mordred-descriptor/mordred;16;3164;351;2019-06-05 17:11:11+00:00
redkyn/assigner;12;3159;27;2021-11-07 20:08:26+00:00
ChristianTremblay/pyhaystack;8;3153;73;2020-09-03 14:36:28+00:00
wazuh/wazuh-splunk;214;2654;48;2023-10-24 15:01:00+00:00
smetj/wishbone;6;4517;42;2018-04-08 18:27:02+00:00
CounterpartyXCP/counterblock;9;3874;16;2024-03-29 14:06:33+00:00
softlayer/softlayer-python;63;5243;152;2024-08-09 21:05:40+00:00
CleanCut/green;50;3802;791;2024-04-25 17:52:46+00:00
ankitects/anki;57;4269;18191;2024-08-29 15:20:11+00:00
ipython/traitlets;23;3918;612;2024-04-19 11:11:32+00:00
miketeo/pysmb;32;3762;337;2024-04-15 01:15:09+00:00
ninuxorg/netdiff;24;3581;78;2024-08-14 18:16:06+00:00
ClimbsRocks/auto_ml;12;2943;1641;2018-03-25 19:46:25+00:00
ContextLab/hypertools;21;2892;1815;2024-03-19 21:59:57+00:00
OpenTrons/opentrons-api;168;3341;411;2024-08-29 17:56:55+00:00
geophile/marcel;40;1647;335;2024-08-26 14:06:22+00:00
jajcayn/pygpso;10;1674;19;2021-05-18 16:37:52+00:00
rhayes777/PyAutoFit;15;2111;59;2024-08-27 15:55:39+00:00
saezlab/pypath;27;3466;132;2024-07-18 13:07:06+00:00
voxel51/eta;32;2520;29;2024-08-10 17:28:22+00:00
azavea/keras-semantic-segmentation;22;2765;2046;2024-08-29 20:21:23+00:00
gammapy/gammapy;5;4124;223;2024-08-27 16:01:19+00:00
quantumblacklabs/kedro;53;1960;9802;2024-08-29 10:17:46+00:00
replit/replit-py;13;1494;157;2024-05-17 19:22:10+00:00
TankerHQ/tbump;36;2457;155;2024-04-06 13:31:20+00:00
TankerHQ/tsrc;44;2596;206;2024-08-16 14:58:52+00:00
rafalp/Misago;70;4451;2518;2024-08-24 11:02:15+00:00
DataBiosphere/dsub;43;2743;262;2024-07-18 19:25:15+00:00
DataDog/integrations-core;27;3194;907;2024-08-29 20:40:29+00:00
RIPE-NCC/ripe.atlas.sagan;12;3776;47;2021-05-27 08:35:35+00:00
moepman/acertmgr;11;3154;25;2023-07-13 13:36:44+00:00
pallets/werkzeug;43;5064;6616;2024-08-24 01:05:42+00:00
capitalone/cloud-custodian;73;3103;5341;2024-08-28 13:03:31+00:00
chanzuckerberg/miniwdl;73;2210;171;2024-07-20 05:50:26+00:00
projectsyn/commodore;79;1717;46;2024-08-26 00:52:33+00:00
quiltdata/quilt-compiler;52;2757;1322;2024-08-24 06:46:34+00:00
spdx/tools-python;15;3446;177;2024-08-23 09:18:37+00:00
mlspec/mlspec-lib;5;1622;12;2024-03-13 14:43:32+00:00
datreant/datreant.core;6;3332;32;2022-05-20 04:51:02+00:00
pypeclub/pype;113;1993;284;2024-08-28 09:53:52+00:00
UNINETT/nav;58;2781;179;2024-08-23 11:43:06+00:00
FeeiCN/cobra;28;3058;3138;2021-06-09 23:53:17+00:00
pinterest/snappass;8;3980;829;2024-08-27 17:29:15+00:00
DDMAL/Rodan;23;4775;46;2023-11-30 14:05:13+00:00
evernote/zing;37;2892;59;2024-05-15 09:21:59+00:00
NERSC/pytokio;11;2666;21;2022-05-18 21:07:10+00:00
bcgsc/mavis;49;2463;72;2023-08-17 17:49:12+00:00
brigade-automation/brigade;26;2813;1374;2024-08-26 16:05:06+00:00
etal/cnvkit;42;3705;538;2024-04-12 21:45:07+00:00
jazzband/collectfast;25;4125;417;2021-12-02 13:27:19+00:00
miurahr/aqtinstall;115;2007;910;2024-08-17 01:52:55+00:00
usnistgov/ActEV_Scorer;17;2387;41;2021-12-16 18:48:09+00:00
Yubico/python-u2flib-host;6;3850;48;2019-12-05 12:29:39+00:00
csaez/quicklauncher;6;4081;72;2024-04-15 16:03:07+00:00
enthought/apptools;6;4962;37;2024-07-08 11:16:54+00:00
fedora-infra/the-new-hotness;26;3613;42;2024-08-01 13:39:41+00:00
joblib/joblib;5;5228;3804;2024-08-02 07:19:44+00:00
adbar/trafilatura;37;1970;3375;2024-08-28 15:22:03+00:00
