"system_name","package_name","version_name","release_date","next_version_name","next_version_release_date"
"NPM","swagger-ui","4.7.0","2022-03-22 09:41:30","4.8.0","2022-03-22 12:45:33"
"NPM","swagger-ui","4.8.0","2022-03-22 12:45:33","4.8.1","2022-03-23 03:25:54"
"NPM","swagger-ui","4.8.1","2022-03-23 03:25:54","4.9.0","2022-03-24 11:48:59"
"NPM","swagger-ui","4.9.0","2022-03-24 11:48:59","4.9.1","2022-03-25 18:33:50"
"NPM","swagger-ui","4.9.1","2022-03-25 18:33:50","4.10.0","2022-03-28 09:08:32"
"NPM","swagger-ui","4.10.0","2022-03-28 09:08:32","4.10.1","2022-04-01 17:56:48"
"NPM","swagger-ui","4.10.1","2022-04-01 17:56:48","4.10.2","2022-04-01 21:31:57"
"NPM","swagger-ui","4.10.2","2022-04-01 21:31:57","4.10.3","2022-04-01 22:06:15"
"NPM","swagger-ui","4.10.3","2022-04-01 22:06:15","4.11.0","2022-05-05 17:48:00"
"NPM","swagger-ui","4.11.0","2022-05-05 17:48:00","4.11.1","2022-05-13 15:41:23"
"NPM","swagger-ui","4.11.1","2022-05-13 15:41:23","4.12.0","2022-06-03 17:08:44"
"NPM","swagger-ui","4.12.0","2022-06-03 17:08:44","4.13.0","2022-07-19 20:48:28"
"NPM","swagger-ui","4.13.0","2022-07-19 20:48:28","4.13.1","2022-08-01 22:34:59"
"NPM","swagger-ui","4.13.1","2022-08-01 22:34:59","4.13.2","2022-08-02 12:35:30"
"NPM","swagger-ui","4.13.2","2022-08-02 12:35:30","4.14.0","2022-08-17 18:49:30"
"NPM","swagger-ui","4.14.0","2022-08-17 18:49:30","4.14.1","2022-09-22 16:50:29"
"NPM","swagger-ui","4.14.1","2022-09-22 16:50:29","4.14.2","2022-09-29 17:30:06"
"NPM","swagger-ui","4.14.2","2022-09-29 17:30:06","4.14.3","2022-10-11 09:13:17"
"NPM","swagger-ui","4.14.3","2022-10-11 09:13:17","4.15.0","2022-10-20 20:57:55"
"NPM","swagger-ui","4.15.0","2022-10-20 20:57:55","4.15.1","2022-10-25 19:30:06"
"NPM","swagger-ui","4.15.1","2022-10-25 19:30:06","4.15.2","2022-10-26 19:47:10"
"NPM","swagger-ui","4.15.2","2022-10-26 19:47:10","4.15.3","2022-11-08 23:52:44"
"NPM","swagger-ui","4.15.3","2022-11-08 23:52:44","4.15.4","2022-11-09 01:36:05"
"NPM","swagger-ui","4.15.4","2022-11-09 01:36:05","4.15.5","2022-11-09 06:53:38"
"NPM","swagger-ui","4.15.5","2022-11-09 06:53:38","4.16.0-alpha.1","2023-02-14 23:13:33"
"NPM","swagger-ui","4.16.0-alpha.1","2023-02-14 23:13:33","4.16.0-alpha.2","2023-02-15 18:46:43"
"NPM","swagger-ui","4.16.0-alpha.2","2023-02-15 18:46:43","4.16.0-alpha.3","2023-02-15 22:11:29"
"NPM","swagger-ui","4.16.0-alpha.3","2023-02-15 22:11:29","4.16.0","2023-02-24 09:38:44"
"NPM","swagger-ui","4.16.0","2023-02-24 09:38:44","4.16.1","2023-02-25 18:18:32"
"NPM","swagger-ui","4.16.1","2023-02-25 18:18:32","4.17.0","2023-03-01 10:29:23"
"NPM","swagger-ui","4.17.0","2023-03-01 10:29:23","4.17.1","2023-03-06 15:25:14"
"NPM","swagger-ui","4.17.1","2023-03-06 15:25:14","4.18.0","2023-03-08 09:07:25"
"NPM","swagger-ui","4.18.0","2023-03-08 09:07:25","4.18.1","2023-03-10 09:49:42"
"NPM","swagger-ui","4.18.1","2023-03-10 09:49:42","4.18.2","2023-03-30 17:09:13"
"NPM","swagger-ui","4.18.2","2023-03-30 17:09:13","4.18.3","2023-04-26 13:09:19"
"NPM","swagger-ui","4.18.3","2023-04-26 13:09:19","4.19.0","2023-05-24 13:22:47"
"NPM","swagger-ui","4.19.0","2023-05-24 13:22:47","4.19.1","2023-06-12 16:31:41"
"NPM","swagger-ui","4.19.1","2023-06-12 16:31:41","5.0.0-alpha.0","2023-03-10 08:55:36"
"NPM","swagger-ui","5.0.0-alpha.0","2023-03-10 08:55:36","5.0.0-alpha.1","2023-03-20 12:59:02"
"NPM","swagger-ui","5.0.0-alpha.1","2023-03-20 12:59:02","5.0.0-alpha.2","2023-03-21 13:42:22"
"NPM","swagger-ui","5.0.0-alpha.2","2023-03-21 13:42:22","5.0.0-alpha.3","2023-03-21 20:35:50"
"NPM","swagger-ui","5.0.0-alpha.3","2023-03-21 20:35:50","5.0.0-alpha.4","2023-03-22 08:25:25"
"NPM","swagger-ui","5.0.0-alpha.4","2023-03-22 08:25:25","5.0.0-alpha.5","2023-03-31 07:47:06"
"NPM","swagger-ui","5.0.0-alpha.5","2023-03-31 07:47:06","5.0.0-alpha.6","2023-04-04 08:28:31"
"NPM","swagger-ui","5.0.0-alpha.6","2023-04-04 08:28:31","5.0.0-alpha.7","2023-04-26 12:21:32"
"NPM","swagger-ui","5.0.0-alpha.7","2023-04-26 12:21:32","5.0.0-alpha.8","2023-05-02 12:22:01"
"NPM","swagger-ui","5.0.0-alpha.8","2023-05-02 12:22:01","5.0.0-alpha.9","2023-05-04 18:09:56"
"NPM","swagger-ui","5.0.0-alpha.9","2023-05-04 18:09:56","5.0.0-alpha.10","2023-05-08 14:02:25"
"NPM","swagger-ui","5.0.0-alpha.10","2023-05-08 14:02:25","5.0.0-alpha.11","2023-05-11 08:14:25"
"NPM","swagger-ui","5.0.0-alpha.11","2023-05-11 08:14:25","5.0.0-alpha.12","2023-05-12 11:16:02"
"NPM","swagger-ui","5.0.0-alpha.12","2023-05-12 11:16:02","5.0.0-alpha.13","2023-05-16 13:32:52"
"NPM","swagger-ui","5.0.0-alpha.13","2023-05-16 13:32:52","5.0.0-alpha.14","2023-05-25 11:21:21"
"NPM","swagger-ui","5.0.0-alpha.14","2023-05-25 11:21:21","5.0.0-alpha.15","2023-06-05 09:21:05"
"NPM","swagger-ui","5.0.0-alpha.15","2023-06-05 09:21:05","5.0.0-beta.0","2023-06-11 19:39:28"
"NPM","swagger-ui","5.0.0-beta.0","2023-06-11 19:39:28","5.0.0","2023-06-12 18:25:55"
"NPM","swagger-ui","5.0.0","2023-06-12 18:25:55","5.1.0","2023-06-19 09:17:07"
"NPM","swagger-ui","5.1.0","2023-06-19 09:17:07",NULL,NULL
